,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
331,331,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Suppose you are creating a new social media platform that allows people to create a single account for themself. Then they can add any people that they are friends with who are also using the platform to their list of friends.As the platform is still fairly new, the number of people using the platform is significantly less than the total number of friends assigned between people.You want to represent a graph showing all people on the platform (as vertices on the graph) and the friends each person has (as the edges on the graph).Is it better to represent this graph using an adjacency matrix or an adjacency list?
",0.0825587724728995,0.1490487579658422,0.1629649572967556
332,332,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Given a large data set to sort, which of the following sorting algorithms would be the best to use based on its average time complexity?
",0.20108338047375102,0.3142614852436165,0.32711788063240754
333,333,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Place the following algorithms in order of most to least efficient when dealing with around 10,000 items:A: Bubble sortB: Quick sortC: Bucket sortConsider the average case complexities.
",0.07591012019705091,0.1375972464540744,0.14463788950961967
334,334,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of these lines best represents the time complexity of a binary search algorithm?
",0.1417554917724975,0.2382330356995164,0.2518994476419714
335,335,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the time complexity of the following code:for (int i=1; i<n; i++) for (int j=1; j<2*n; j*2) for (int k=1; j<n+1; k++) System.out.println(""hello world"");for (int l=1; l<10; l++) for (int m=1; m<n; m++) System.out.println(""HELLO WORLD"");
",0.09220849017951258,0.16146875336366062,0.17195807813758926
336,336,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Here is some code given in lectures:What line will need to go at X to print the time taken for MyClass.m() to run?
",0.09248452201500637,0.15930215472819498,0.17063371083881174
337,337,4,"store, must, number, able, book, like, quickly, application, product, could","What is semantic application integration?
",0.056144016939251154,0.10283246030624563,0.11683093593045231
338,338,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the following numbers 58, 4, 102, 13, 27, 99, 1, arrange them in a complete balanced binary search tree. Which of the following is the preordered traversal of the tree?
",0.10336814689059307,0.18067851923873127,0.1926860391403395
339,339,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements from a to d about array lists is FALSE? If none of them is false, choose option e.
",0.18543208243132128,0.2958973649502774,0.31725211674506065
340,340,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the worst case run time complexity of selection sort?
",0.21136178024062413,0.3224046078670006,0.33357041773073703
341,341,45,"list, link, array, follow, middle, insert, faster, would, add, singly","In a real world application when would you use a linked list over an array list?
",0.0890649356840061,0.15530806937270047,0.16610168422569033
342,342,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statement is not true?
",0.1971033163779694,0.3096660618758344,0.3300274398537567
343,343,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider the following binary tree, which of the following traversal is true? 15 / \ 7 19 / \ / \ 6 8 16 21
",0.10367779788508076,0.18116468944381167,0.1931303269143004
344,344,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Find the Bound Challenge! (What is the average run time of the function below)int count = 0;void foo(){ for (int i = 0; i <n; i++) for(int j = 0; j < 100*n; j++) for(int k = 0; k < n*m; k++) count++}
",0.09427972141534391,0.16480368913373433,0.1751941845886581
345,345,39,"first, full, town, work, access, part, last, anywhere, remove, face","Honda vs Lamborghini pt 4if you haven't answered part 1-3 of this question please do so first:part 1: https://peerwise.cs.auckland.ac.nz/course/main.php?cmd=answerQuestion&id=4250213part 2: https://peerwise.cs.auckland.ac.nz/course/main.php?cmd=answerQuestion&id=4250257part 3: https://peerwise.cs.auckland.ac.nz/course/main.php?cmd=answerQuestion&id=4250259Having received information and payment from a client about a new target the hitman must now attempt to kill his target. The target is having a press conference about their recent success. Looking at his route (lengths given in minutes) and using Djikstra's shortest path algorithm, what is the minimum time it will take him to get from his home at C to the conference at E?
",0.07218625098987645,0.1315281072001693,0.14149983007447062
346,346,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of the following sorting algorithms has its best case time complexity (for n elements), to be the same as the time complexity of tree traversal methods (for a tree of n nodes)?
",0.14116220474231506,0.237594384851353,0.2513561589605933
347,347,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Suppose you have the following AVL tree:Select the correct order in which the following 3 tree traversal ways are displayed: i) A > B > D > E > C > F > Gii) D > B > E > A > F > C > Giii) D > E > B > F > G > C > A
",0.10272119028768498,0.17961220978493714,0.1916817750097997
348,348,53,"need, company, for, real, system, large, tell, entry, priority, find","Honda are looking to overtake Lamborghini in net profit next year. They hired a specialist to take a look at their company and see where they can save time and money. Each vehicle they make is equipped with a 10 digit ID. They found that they use a linear search algorithm to search through an unsorted list of vehicle IDs when shipping these vehicles to the retailers. What data structure should they use to store the vehicle IDs in order to reduce time and processing power needed to find each ID and as a result beat the slow lamborghinis?
",0.11423423700456056,0.20201242298081223,0.21768669338264898
349,349,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","An AVL Tree is made containing 35 nodes. What is the minimum height of the tree
",0.1030874454303922,0.1802511634746311,0.19226695195690038
350,350,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","The run times for a sorting algorithm, for a list size and time taken in seconds , are as follows: = 420, = 69 = 840, = 1104 = 1680, = 17664What is the run time complexity of the algorithm?
",0.1402519660451135,0.2365123786984275,0.2505774362461218
351,351,46,"rotation, total, level, apply, produce, carry, work, get, ask, while","Before working at the University of Bath, while working in Honda, Dr. Tom Finch created a binary tree about one of Honda's competitors.When delivering the Power Point presentation, the tree on the projector looked like this:He also passed round some handouts, with his comments and text explaining some of the aspects of the presentation.But to be more environmentally friendly, he decided to save some paper, and print the tree in one line:He was later asked:""Which tree traversal algorithm did you use on the binary tree to get this output?""What was his reply?
",0.03816793893129771,0.07352941176470588,0.07858682668274143
352,352,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Insert the arrayinto a Self-BalancingBinary Search Tree. What is the output if you perform a Level-Order Traversal on the tree?
",0.1029625326268246,0.18010632427644535,0.19204096778383897
353,353,30,"process, sub, describe, current, repeat, deleting, shellsort, leave, treeprocess, typically","Which statement best describes what happens when you sort an array, arr, of length n during one pass of aShell (k-)Sort(assuming k<n)?
",0.04704132421523726,0.08854332801701222,0.09334098893132114
354,354,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider a closed hash table with linear probing and load factor L. For what lowest value of L does the expected number of steps to find an item exceed 2?
",0.1094686793613849,0.19009817777175322,0.20432792168734223
