,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
610,610,23.0,0.3287000060081482,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'advantage', 'use', 'open', 'hash', 'table', 'close', 'hash', 'table']","Which of the following is NOT an advantage of using open hash table over closed hash table.
"
839,839,23.0,0.14650000631809235,"hash, table, bucket, open, insert, close, key, function, slot, closed","['definition', 'load', 'hash', 'table']","What is the definition of the ""load"" of a hash table?
"
2139,2139,23.0,0.5131999850273132,"hash, table, bucket, open, insert, close, key, function, slot, closed","['suppose', 'give', 'element', 'definitely', 'hash', 'table', 'search', 'for', 'element', 'hash', 'table', 'linear_probe', 'calculate', 'bucket', 'for', 'element', 'key', 'use', 'hash', 'function', 'however', 'check', 'appropriate', 'bucket', 'contain', 'different', 'key', 'follow', 'possible', 'reason', 'for', 'thisa', 'element', 'insert', 'hash', 'table', 'get', 'write', 'element', 'bucket', 'element', 'place', 'bucket', 'calculate', 'hash', 'functionc', 'key', 'bucket', 'calculate', 'hash', 'key', 'force', 'move', 'bucket', 'bucket', 'already', 'fill']","Suppose you are given that an element is definitely in the Hash Table. You search for this element in the Hash Table with linear probing. You calculate the bucket for the element's key using the hash function. However, when you check the appropriate bucket it contains a different key. Which of the following are possible reasons for this?A) The element was inserted in the Hash Table but then got over-written by another element with the same bucket number.B) The element is placed below it's bucket calculated by the hash function.C) The other key had the same bucket calculated by the hash function.D) The other key was forced to move down to the bucket because it's own bucket was already filled.
"
55,55,23.0,0.3050999939441681,"hash, table, bucket, open, insert, close, key, function, slot, closed","['give', 'follow', 'hash', 'table', 'use', 'linear_probing', 'hash', 'function', 'use', 'would', 'state', 'hash', 'table', 'insert']","Given the following hash table, using linear probing, where the hash function being used is ...0 1 2 3 4 5 6 7 8 9-------------------------------|5 |35| | | | | |42| | |-------------------------------...what would the state of the hash table be after inserting 32, 27 and then 6?
"
1981,1981,23.0,0.326200008392334,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'closed', 'hash', 'table', 'open', 'hash', 'table', 'fast', 'run', 'time', 'small', 'memory', 'consumption', 'close', 'hash', 'table', 'fast', 'run', 'time', 'small', 'memory', 'consumption', 'close', 'hash', 'table', 'small', 'memory', 'consumptionopen', 'hash', 'table', 'fast', 'run', 'time', 'open', 'hash', 'table', 'small', 'memory', 'hash', 'table', 'fast', 'run', 'time', 'run', 'time', 'efficiency', 'memory', 'consumption']","Which is a valid comparison between open and closed hash tables?
"
270,270,23.0,0.33820000290870667,"hash, table, bucket, open, insert, close, key, function, slot, closed","['standard', 'closed', 'hash', 'table', 'linear_probing', 'function', 'wish', 'put', 'follow', 'element', 'exact', 'order', 'table', 'afterwards']","I have a standard closed hash table with linear probing, with the function h(x) = x % 7. I wish to put the following elements: 10, 3, 11, 20, 21, 22, 8 (in that exact order). What does the table look like afterwards?
"
141,141,23.0,0.27869999408721924,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'open', 'hash', 'table', 'bucket', 'hash', 'function', 'would', 'table', 'look_like', 'insert', 'follow', 'element', 'order']","Consider an Open Hash Table with 7 buckets and hash function h(x) = 3x % 7. What would the table look like after inserting the following elements: 8,3,15,22,9 in that order?
"
1483,1483,23.0,0.1868000030517578,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'statement', 'true', 'item', 'map', 'index', 'open', 'hash', 'table', 'discard', 'replace', 'previous', 'item', 'recently', 'add', 'item', 'search', 'open', 'hash', 'table', 'algorithm', 'start', 'low', 'index', 'continue', 'next', 'index', 'find', 'correct', 'item', 'return', 'add', 'value', 'open', 'hash', 'table', 'current', 'index', 'already', 'algorithm', 'add', 'end', 'link', 'list', 'remove', 'item', 'open', 'hash', 'table', 'if', 'correct', 'item', 'find', 'initial', 'index', 'algorithm', 'repeatedly', 'move', 'next', 'index', 'table', 'item', 'find', 'hence', 'remove', 'none']","Which of the following statements are true?
"
1992,1992,23.0,0.45509999990463257,"hash, table, bucket, open, insert, close, key, function, slot, closed","['possible', 'remove', 'entry', 'closed', 'hash', 'table', 'linear_probing', 'hash', 'value', 'key', 'unique', 'know', 'entry', 'remove', 'hash', 'function', 'injective', 'remove', 'entry', 'close', 'hash', 'table', 'linear_probing', 'destroy', 'structure', 'linear_probing', 'search', 'for', 'entry', 'possible', 'remove', 'entry', 'closed', 'hash', 'table', 'linear_probing', 'hash', 'function', 'necessarily', 'inverse']","Why is is not possible to remove an entry from a Closed Hash Table with Linear Probing?
"
57,57,23.0,0.26429998874664307,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'would', 'solution', 'hash', 'collision', 'insert', 'hash', 'table']","Which of the following would NOT be a solution to a hash collision when inserting into a hash table?
"
832,832,23.0,0.46779999136924744,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'hash', 'table', 'close', 'hash', 'table', 'bucket', 'empty', 'open', 'hash', 'table', 'bucket', 'key', 'insert', 'ratio', 'average', 'number', 'step', 'take', 'insert', 'find', 'item', 'open', 'hash', 'table', 'respect', 'close', 'hash', 'table']","Consider two hash tables: a closed hash table with 750 buckets, 235 of which are empty; and an open hash table with 500 buckets and 275 keys inserted. What is the ratio of the average number of steps it will take to insert/find an item in the open hash table with respect to the closed hash table?
"
1730,1730,23.0,0.36559998989105225,"hash, table, bucket, open, insert, close, key, function, slot, closed","['company', 'wish', 'create', 'for', 'transaction', 'id', 'never', 'remove', 'id', 'want', 'hash', 'table', 'minimal', 'memory', 'cache', 'good', 'type', 'hashtable', 'meet', 'requirement', 'probabilistic', 'hash', 'hash', 'overwrite', 'value', 'bucket', 'if', 'collision', 'close', 'hash', 'table', 'linear_probe', 'open', 'hash', 'table', 'coalesce', 'hash', 'open', 'hash', 'limited', 'element', 'slot']","A company wishes to create a Hashtable for all transaction IDs. They will never remove any of the IDs, and want the Hash Table to use minimal memory (and cache). What is the best type of Hashtable to meet these requirements.
"
624,624,23.0,0.09799999743700027,"hash, table, bucket, open, insert, close, key, function, slot, closed","['correct', 'formula', 'for', 'hash', 'table']","What is the correct formula for the load factor of a hash table?
"
1219,1219,23.0,0.27869999408721924,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'open', 'hash', 'table', 'bucket', 'hash', 'function', 'would', 'table', 'look_like', 'insert', 'follow', 'element', 'order']","Consider an Open Hash Table with 7 buckets and hash function h(x) = 3x % 7. What would the table look like after inserting the following elements: 8,3,15,22,9 in that order?
"
2140,2140,23.0,0.26809999346733093,"hash, table, bucket, open, insert, close, key, function, slot, closed","['for', 'hash', 'table', 'slot', 'already', 'contain', 'element', 'likely', 'go', 'collision', 'hash', 'table']","For a Hash Table with T slots already containing n elements how likely are there going to be collisions in the Hash Table?
"
1878,1878,23.0,0.24629999697208405,"hash, table, bucket, open, insert, close, key, function, slot, closed","['allow', 'remove', 'element', 'close', 'hash', 'table', 'use', 'linear_probe', 'if', 'alpha', 'keep', 'low', 'otherwise', 'close', 'hash', 'table', 'need', 'full', 'time', 'index', 'hash', 'table', 'point', 'link', 'list', 'possible', 'freely', 'add', 'remove', 'element', 'may', 'element', 'hash', 'value', 'come', 'give', 'element', 'remove', 'element', 'mean', 'element', 'can', 'place', 'give', 'index', 'afterwards', 'hash', 'function']","Is it allowed to remove elements from a closed hash-table that uses linear probing, and why?
"
1058,1058,23.0,0.1745000034570694,"hash, table, bucket, open, insert, close, key, function, slot, closed","['give', 'particular', 'load', 'for', 'closed', 'hash', 'table', 'maximum', 'number', 'step', 'find', 'bucket']","Given a particular load L for a Closed Hash Table w LP, what is the maximum number of steps to find the bucket?
"
633,633,23.0,0.33709999918937683,"hash, table, bucket, open, insert, close, key, function, slot, closed","['plan', 'store', 'datum', 'close', 'hash', 'table', 'linear_probe', 'right', 'hash', 'function', 'use', 'meaning', 'slot', 'hash', 'table', 'insert', 'element', 'order', 'would', 'end', 'result']","You plan to store data in a closed hash table with linear probing to the right. The hash function you are using is h(x) = x % 7, meaning there are 7 slots in your hash table; 0,1,2,3,4,5,6. Inserting the elements 22, 8, 5, 26, 4, 13, 9 in that order, what would be the end result?
"
357,357,23.0,0.2736999988555908,"hash, table, bucket, open, insert, close, key, function, slot, closed","['close', 'linear_probing', 'right', 'ie', 'direction', 'high', 'index', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'unknown', 'integer', 'none', 'correct']","You use a standard closed hashtable with linear probing (to the right, i.e. in the direction of higher indices). The hash function has the form h(x) = x % 7 and the hash table has slots 0, … , 6. If you insert the elements 18,19,25,701,77,74,y in that order, where y is an unknown integer, what does the hashtable look like at the end?a) 77,701,74,y,18,19,25b) 77,25,701,y,18,19,74c) 77,701,y,19,18,25,74d) 77,18,19,701,25,74,ye) None of the above are correct
"
1465,1465,23.0,0.1421000063419342,"hash, table, bucket, open, insert, close, key, function, slot, closed","['many', 'object', 'roughly', 'for', 'datum', 'slot', 'lead', 'chance', 'collision', 'occur', 'hash', 'table']","How many objects (roughly) for n data slots leads to a 50% chance of a collision occuring in a hash table?
"
1464,1464,23.0,0.2248000055551529,"hash, table, bucket, open, insert, close, key, function, slot, closed","['while', 'search', 'hash', 'table', 'for', 'would', 'number', 'find', 'memory', 'location', 'accord', 'hash', 'function', 'occupy', 'different', 'would', 'number', 'check', 'search', 'third', 'bucket', 'content']","While searching a hash table for an ID number, I find the memory location according to the hash function to be occupied by a different ID number. I check the 2nd bucket, then the 3rd bucket, then abandon my search. What was in the third bucket?
"
